  Frequency            , DB(V(Vs4)/ I(C7))    
  4.405548635065e+03  ,3.195562753310e+01  
  4.415704473532e+03  ,3.193889445330e+01  
  4.425883723625e+03  ,3.192217398034e+01  
  4.436086439313e+03  ,3.190546615331e+01  
  4.446312674690e+03  ,3.188877101132e+01  
  4.456562483974e+03  ,3.187208859355e+01  
  4.466835921509e+03  ,3.185541893922e+01  
  4.477133041763e+03  ,3.183876208759e+01  
  4.487453899330e+03  ,3.182211807797e+01  
  4.497798548932e+03  ,3.180548694971e+01  
  4.508167045414e+03  ,3.178886874221e+01  
  4.518559443748e+03  ,3.177226349492e+01  
  4.528975799035e+03  ,3.175567124731e+01  
  4.539416166501e+03  ,3.173909203891e+01  
  4.549880601500e+03  ,3.172252590929e+01  
  4.560369159512e+03  ,3.170597289806e+01  
  4.570881896148e+03  ,3.168943304486e+01  
  4.581418867144e+03  ,3.167290638939e+01  
  4.591980128368e+03  ,3.165639297137e+01  
  4.602565735813e+03  ,3.163989283057e+01  
  4.613175745603e+03  ,3.162340600679e+01  
  4.623810213992e+03  ,3.160693253988e+01  
  4.634469197362e+03  ,3.159047246972e+01  
  4.645152752227e+03  ,3.157402583621e+01  
  4.655860935229e+03  ,3.155759267932e+01  
  4.666593803142e+03  ,3.154117303903e+01  
  4.677351412871e+03  ,3.152476695535e+01  
  4.688133821452e+03  ,3.150837446834e+01  
  4.698941086051e+03  ,3.149199561809e+01  
  4.709773263969e+03  ,3.147563044472e+01  
  4.720630412635e+03  ,3.145927898837e+01  
  4.731512589614e+03  ,3.144294128923e+01  
  4.742419852602e+03  ,3.142661738751e+01  
  4.753352259427e+03  ,3.141030732345e+01  
  4.764309868053e+03  ,3.139401113732e+01  
  4.775292736576e+03  ,3.137772886942e+01  
  4.786300923225e+03  ,3.136146056008e+01  
  4.797334486366e+03  ,3.134520624964e+01  
  4.808393484496e+03  ,3.132896597849e+01  
  4.819477976250e+03  ,3.131273978703e+01  
  4.830588020397e+03  ,3.129652771569e+01  
  4.841723675840e+03  ,3.128032980493e+01  
  4.852885001620e+03  ,3.126414609522e+01  
  4.864072056914e+03  ,3.124797662705e+01  
  4.875284901033e+03  ,3.123182144096e+01  
  4.886523593427e+03  ,3.121568057748e+01  
  4.897788193683e+03  ,3.119955407718e+01  
  4.909078761525e+03  ,3.118344198063e+01  
  4.920395356814e+03  ,3.116734432844e+01  
  4.931738039548e+03  ,3.115126116123e+01  
  4.943106869867e+03  ,3.113519251962e+01  
  4.954501908047e+03  ,3.111913844429e+01  
  4.965923214502e+03  ,3.110309897589e+01  
  4.977370849788e+03  ,3.108707415511e+01  
  4.988844874599e+03  ,3.107106402264e+01  
  5.000345349769e+03  ,3.105506861920e+01  
  5.011872336272e+03  ,3.103908798551e+01  
  5.023425895223e+03  ,3.102312216231e+01  
  5.035006087878e+03  ,3.100717119035e+01  
  5.046612975634e+03  ,3.099123511037e+01  
  5.058246620030e+03  ,3.097531396315e+01  
  5.069907082746e+03  ,3.095940778947e+01  
  5.081594425605e+03  ,3.094351663010e+01  
  5.093308710571e+03  ,3.092764052584e+01  
  5.105049999753e+03  ,3.091177951748e+01  
  5.116818355402e+03  ,3.089593364583e+01  
  5.128613839913e+03  ,3.088010295169e+01  
  5.140436515823e+03  ,3.086428747586e+01  
  5.152286445817e+03  ,3.084848725917e+01  
  5.164163692720e+03  ,3.083270234243e+01  
  5.176068319505e+03  ,3.081693276645e+01  
  5.188000389289e+03  ,3.080117857204e+01  
  5.199959965334e+03  ,3.078543980003e+01  
  5.211947111050e+03  ,3.076971649123e+01  
  5.223961889990e+03  ,3.075400868645e+01  
  5.236004365856e+03  ,3.073831642649e+01  
  5.248074602497e+03  ,3.072263975216e+01  
  5.260172663906e+03  ,3.070697870426e+01  
  5.272298614227e+03  ,3.069133332358e+01  
  5.284452517751e+03  ,3.067570365091e+01  
  5.296634438916e+03  ,3.066008972703e+01  
  5.308844442309e+03  ,3.064449159270e+01  
  5.321082592667e+03  ,3.062890928868e+01  
  5.333348954875e+03  ,3.061334285573e+01  
  5.345643593969e+03  ,3.059779233459e+01  
  5.357966575132e+03  ,3.058225776597e+01  
  5.370317963701e+03  ,3.056673919059e+01  
  5.382697825162e+03  ,3.055123664916e+01  
  5.395106225150e+03  ,3.053575018235e+01  
  5.407543229455e+03  ,3.052027983082e+01  
  5.420008904015e+03  ,3.050482563524e+01  
  5.432503314923e+03  ,3.048938763623e+01  
  5.445026528423e+03  ,3.047396587441e+01  
  5.457578610912e+03  ,3.045856039037e+01  
  5.470159628939e+03  ,3.044317122468e+01  
  5.482769649207e+03  ,3.042779841789e+01  
  5.495408738575e+03  ,3.041244201053e+01  
  5.508076964053e+03  ,3.039710204311e+01  
  5.520774392806e+03  ,3.038177855611e+01  
  5.533501092156e+03  ,3.036647158997e+01  
  5.546257129578e+03  ,3.035118118513e+01  
  5.559042572703e+03  ,3.033590738199e+01  
  5.571857489318e+03  ,3.032065022091e+01  
  5.584701947367e+03  ,3.030540974224e+01  
  5.597576014950e+03  ,3.029018598629e+01  
  5.610479760324e+03  ,3.027497899334e+01  
  5.623413251902e+03  ,3.025978880363e+01  
  5.636376558258e+03  ,3.024461545737e+01  
  5.649369748122e+03  ,3.022945899475e+01  
  5.662392890381e+03  ,3.021431945591e+01  
  5.675446054084e+03  ,3.019919688095e+01  
  5.688529308437e+03  ,3.018409130993e+01  
  5.701642722806e+03  ,3.016900278289e+01  
  5.714786366718e+03  ,3.015393133982e+01  
  5.727960309857e+03  ,3.013887702066e+01  
  5.741164622072e+03  ,3.012383986532e+01  
  5.754399373370e+03  ,3.010881991366e+01  
  5.767664633921e+03  ,3.009381720551e+01  
  5.780960474056e+03  ,3.007883178062e+01  
  5.794286964268e+03  ,3.006386367875e+01  
  5.807644175212e+03  ,3.004891293955e+01  
  5.821032177708e+03  ,3.003397960267e+01  
  5.834451042736e+03  ,3.001906370769e+01  
  5.847900841444e+03  ,3.000416529415e+01  
  5.861381645139e+03  ,2.998928440151e+01  
  5.874893525297e+03  ,2.997442106922e+01  
  5.888436553555e+03  ,2.995957533664e+01  
  5.902010801717e+03  ,2.994474724310e+01  
  5.915616341754e+03  ,2.992993682787e+01  
  5.929253245799e+03  ,2.991514413014e+01  
  5.942921586155e+03  ,2.990036918907e+01  
  5.956621435289e+03  ,2.988561204375e+01  
  5.970352865837e+03  ,2.987087273322e+01  
  5.984115950602e+03  ,2.985615129643e+01  
  5.997910762554e+03  ,2.984144777230e+01  
  6.011737374832e+03  ,2.982676219968e+01  
  6.025595860742e+03  ,2.981209461734e+01  
  6.039486293763e+03  ,2.979744506399e+01  
  6.053408747538e+03  ,2.978281357829e+01  
  6.067363295884e+03  ,2.976820019882e+01  
  6.081350012786e+03  ,2.975360496407e+01  
  6.095368972400e+03  ,2.973902791250e+01  
  6.109420249054e+03  ,2.972446908247e+01  
  6.123503917246e+03  ,2.970992851229e+01  
  6.137620051647e+03  ,2.969540624017e+01  
  6.151768727097e+03  ,2.968090230426e+01  
  6.165950018614e+03  ,2.966641674264e+01  
  6.180164001383e+03  ,2.965194959331e+01  
  6.194410750767e+03  ,2.963750089418e+01  
  6.208690342299e+03  ,2.962307068309e+01  
  6.223002851690e+03  ,2.960865899781e+01  
  6.237348354823e+03  ,2.959426587601e+01  
  6.251726927756e+03  ,2.957989135529e+01  
  6.266138646722e+03  ,2.956553547316e+01  
  6.280583588132e+03  ,2.955119826705e+01  
  6.295061828571e+03  ,2.953687977431e+01  
  6.309573444801e+03  ,2.952258003219e+01  
  6.324118513761e+03  ,2.950829907785e+01  
  6.338697112568e+03  ,2.949403694838e+01  
  6.353309318516e+03  ,2.947979368076e+01  
  6.367955209078e+03  ,2.946556931189e+01  
  6.382634861904e+03  ,2.945136387858e+01  
  6.397348354825e+03  ,2.943717741753e+01  
  6.412095765850e+03  ,2.942300996535e+01  
  6.426877173169e+03  ,2.940886155858e+01  
  6.441692655150e+03  ,2.939473223363e+01  
  6.456542290345e+03  ,2.938062202682e+01  
  6.471426157485e+03  ,2.936653097438e+01  
  6.486344335481e+03  ,2.935245911243e+01  
  6.501296903430e+03  ,2.933840647700e+01  
  6.516283940607e+03  ,2.932437310400e+01  
  6.531305526473e+03  ,2.931035902925e+01  
  6.546361740671e+03  ,2.929636428846e+01  
  6.561452663028e+03  ,2.928238891723e+01  
  6.576578373553e+03  ,2.926843295106e+01  
  6.591738952442e+03  ,2.925449642533e+01  
  6.606934480075e+03  ,2.924057937532e+01  
  6.622165037016e+03  ,2.922668183621e+01  
  6.637430704018e+03  ,2.921280384303e+01  
  6.652731562016e+03  ,2.919894543074e+01  
  6.668067692135e+03  ,2.918510663416e+01  
  6.683439175685e+03  ,2.917128748800e+01  
  6.698846094164e+03  ,2.915748802685e+01  
  6.714288529258e+03  ,2.914370828520e+01  
  6.729766562842e+03  ,2.912994829740e+01  
  6.745280276978e+03  ,2.911620809768e+01  
  6.760829753918e+03  ,2.910248772017e+01  
  6.776415076105e+03  ,2.908878719885e+01  
  6.792036326170e+03  ,2.907510656761e+01  
  6.807693586936e+03  ,2.906144586017e+01  
  6.823386941415e+03  ,2.904780511017e+01  
  6.839116472813e+03  ,2.903418435109e+01  
  6.854882264525e+03  ,2.902058361630e+01  
  6.870684400141e+03  ,2.900700293904e+01  
  6.886522963441e+03  ,2.899344235240e+01  
  6.902398038401e+03  ,2.897990188937e+01  
  6.918309709188e+03  ,2.896638158279e+01  
  6.934258060164e+03  ,2.895288146535e+01  
  6.950243175887e+03  ,2.893940156963e+01  
  6.966265141106e+03  ,2.892594192808e+01  
  6.982324040770e+03  ,2.891250257298e+01  
  6.998419960021e+03  ,2.889908353650e+01  
  7.014552984198e+03  ,2.888568485065e+01  
  7.030723198837e+03  ,2.887230654733e+01  
  7.046930689670e+03  ,2.885894865827e+01  
  7.063175542628e+03  ,2.884561121505e+01  
  7.079457843840e+03  ,2.883229424915e+01  
  7.095777679632e+03  ,2.881899779186e+01  
  7.112135136532e+03  ,2.880572187434e+01  
  7.128530301264e+03  ,2.879246652761e+01  
  7.144963260754e+03  ,2.877923178254e+01  
  7.161434102128e+03  ,2.876601766983e+01  
  7.177942912712e+03  ,2.875282422006e+01  
  7.194489780036e+03  ,2.873965146364e+01  
  7.211074791827e+03  ,2.872649943083e+01  
  7.227698036020e+03  ,2.871336815174e+01  
  7.244359600748e+03  ,2.870025765633e+01  
  7.261059574350e+03  ,2.868716797438e+01  
  7.277798045367e+03  ,2.867409913553e+01  
  7.294575102544e+03  ,2.866105116928e+01  
  7.311390834833e+03  ,2.864802410494e+01  
  7.328245331388e+03  ,2.863501797167e+01  
  7.345138681570e+03  ,2.862203279848e+01  
  7.362070974946e+03  ,2.860906861420e+01  
  7.379042301289e+03  ,2.859612544750e+01  
  7.396052750581e+03  ,2.858320332691e+01  
  7.413102413008e+03  ,2.857030228076e+01  
  7.430191378965e+03  ,2.855742233723e+01  
  7.447319739058e+03  ,2.854456352433e+01  
  7.464487584099e+03  ,2.853172586991e+01  
  7.481695005110e+03  ,2.851890940163e+01  
  7.498942093323e+03  ,2.850611414700e+01  
  7.516228940180e+03  ,2.849334013335e+01  
  7.533555637336e+03  ,2.848058738783e+01  
  7.550922276653e+03  ,2.846785593743e+01  
  7.568328950208e+03  ,2.845514580895e+01  
  7.585775750290e+03  ,2.844245702904e+01  
  7.603262769400e+03  ,2.842978962413e+01  
  7.620790100253e+03  ,2.841714362052e+01  
  7.638357835775e+03  ,2.840451904429e+01  
  7.655966069111e+03  ,2.839191592138e+01  
  7.673614893617e+03  ,2.837933427751e+01  
  7.691304402864e+03  ,2.836677413825e+01  
  7.709034690643e+03  ,2.835423552896e+01  
  7.726805850955e+03  ,2.834171847484e+01  
  7.744617978024e+03  ,2.832922300088e+01  
  7.762471166285e+03  ,2.831674913193e+01  
  7.780365510396e+03  ,2.830429689259e+01  
  7.798301105231e+03  ,2.829186630732e+01  
  7.816278045882e+03  ,2.827945740038e+01  
  7.834296427660e+03  ,2.826707019583e+01  
  7.852356346099e+03  ,2.825470471755e+01  
  7.870457896949e+03  ,2.824236098923e+01  
  7.888601176184e+03  ,2.823003903435e+01  
  7.906786279997e+03  ,2.821773887623e+01  
  7.925013304803e+03  ,2.820546053795e+01  
  7.943282347241e+03  ,2.819320404244e+01  
  7.961593504172e+03  ,2.818096941242e+01  
  7.979946872678e+03  ,2.816875667039e+01  
  7.998342550069e+03  ,2.815656583868e+01  
  8.016780633875e+03  ,2.814439693942e+01  
  8.035261221854e+03  ,2.813224999452e+01  
  8.053784411989e+03  ,2.812012502571e+01  
  8.072350302487e+03  ,2.810802205451e+01  
  8.090958991782e+03  ,2.809594110224e+01  
  8.109610578537e+03  ,2.808388219001e+01  
  8.128305161639e+03  ,2.807184533875e+01  
  8.147042840207e+03  ,2.805983056915e+01  
  8.165823713584e+03  ,2.804783790173e+01  
  8.184647881346e+03  ,2.803586735677e+01  
  8.203515443296e+03  ,2.802391895437e+01  
  8.222426499469e+03  ,2.801199271442e+01  
  8.241381150128e+03  ,2.800008865659e+01  
  8.260379495770e+03  ,2.798820680033e+01  
  8.279421637122e+03  ,2.797634716492e+01  
  8.298507675142e+03  ,2.796450976938e+01  
  8.317637711025e+03  ,2.795269463256e+01  
  8.336811846195e+03  ,2.794090177307e+01  
  8.356030182311e+03  ,2.792913120932e+01  
  8.375292821267e+03  ,2.791738295951e+01  
  8.394599865192e+03  ,2.790565704161e+01  
  8.413951416450e+03  ,2.789395347338e+01  
  8.433347577641e+03  ,2.788227227238e+01  
  8.452788451601e+03  ,2.787061345593e+01  
  8.472274141404e+03  ,2.785897704114e+01  
  8.491804750361e+03  ,2.784736304492e+01  
  8.511380382022e+03  ,2.783577148393e+01  
  8.531001140174e+03  ,2.782420237463e+01  
  8.550667128845e+03  ,2.781265573327e+01  
  8.570378452302e+03  ,2.780113157584e+01  
  8.590135215052e+03  ,2.778962991816e+01  
  8.609937521844e+03  ,2.777815077579e+01  
  8.629785477668e+03  ,2.776669416407e+01  
  8.649679187755e+03  ,2.775526009814e+01  
  8.669618757580e+03  ,2.774384859289e+01  
  8.689604292861e+03  ,2.773245966301e+01  
  8.709635899559e+03  ,2.772109332294e+01  
  8.729713683879e+03  ,2.770974958691e+01  
  8.749837752273e+03  ,2.769842846892e+01  
  8.770008211434e+03  ,2.768712998274e+01  
  8.790225168307e+03  ,2.767585414191e+01  
  8.810488730078e+03  ,2.766460095975e+01  
  8.830799004184e+03  ,2.765337044936e+01  
  8.851156098306e+03  ,2.764216262358e+01  
  8.871560120378e+03  ,2.763097749505e+01  
  8.892011178578e+03  ,2.761981507616e+01  
  8.912509381336e+03  ,2.760867537909e+01  
  8.933054837331e+03  ,2.759755841576e+01  
  8.953647655494e+03  ,2.758646419789e+01  
  8.974287945006e+03  ,2.757539273695e+01  
  8.994975815298e+03  ,2.756434404416e+01  
  9.015711376058e+03  ,2.755331813055e+01  
  9.036494737221e+03  ,2.754231500688e+01  
  9.057326008980e+03  ,2.753133468370e+01  
  9.078205301780e+03  ,2.752037717130e+01  
  9.099132726321e+03  ,2.750944247975e+01  
  9.120108393557e+03  ,2.749853061889e+01  
  9.141132414701e+03  ,2.748764159831e+01  
  9.162204901218e+03  ,2.747677542738e+01  
  9.183325964834e+03  ,2.746593211522e+01  
  9.204495717530e+03  ,2.745511167072e+01  
  9.225714271546e+03  ,2.744431410252e+01  
  9.246981739380e+03  ,2.743353941905e+01  
  9.268298233792e+03  ,2.742278762846e+01  
  9.289663867797e+03  ,2.741205873871e+01  
  9.311078754676e+03  ,2.740135275748e+01  
  9.332543007968e+03  ,2.739066969224e+01  
  9.354056741474e+03  ,2.738000955020e+01  
  9.375620069257e+03  ,2.736937233834e+01  
  9.397233105644e+03  ,2.735875806340e+01  
  9.418895965226e+03  ,2.734816673187e+01  
  9.440608762857e+03  ,2.733759835003e+01  
  9.462371613656e+03  ,2.732705292387e+01  
  9.484184633007e+03  ,2.731653045918e+01  
  9.506047936561e+03  ,2.730603096150e+01  
  9.527961640234e+03  ,2.729555443610e+01  
  9.549925860212e+03  ,2.728510088806e+01  
  9.571940712946e+03  ,2.727467032217e+01  
  9.594006315157e+03  ,2.726426274300e+01  
  9.616122783835e+03  ,2.725387815487e+01  
  9.638290236238e+03  ,2.724351656187e+01  
  9.660508789896e+03  ,2.723317796784e+01  
  9.682778562610e+03  ,2.722286237637e+01  
  9.705099672453e+03  ,2.721256979082e+01  
  9.727472237768e+03  ,2.720230021429e+01  
  9.749896377172e+03  ,2.719205364965e+01  
  9.772372209556e+03  ,2.718183009952e+01  
  9.794899854085e+03  ,2.717162956629e+01  
  9.817479430198e+03  ,2.716145205209e+01  
  9.840111057609e+03  ,2.715129755880e+01  
  9.862794856310e+03  ,2.714116608809e+01  
  9.885530946567e+03  ,2.713105764134e+01  
  9.908319448926e+03  ,2.712097221973e+01  
  9.931160484207e+03  ,2.711090982417e+01  
  9.954054173513e+03  ,2.710087045533e+01  
  9.977000638223e+03  ,2.709085411363e+01  
  9.999999999998e+03  ,2.708086079927e+01  
  1.002305238078e+04  ,2.707089051218e+01  
  1.004615790278e+04  ,2.706094325205e+01  
  1.006931668852e+04  ,2.705101901834e+01  
  1.009252886076e+04  ,2.704111781026e+01  
  1.011579454260e+04  ,2.703123962677e+01  
  1.013911385736e+04  ,2.702138446658e+01  
  1.016248692870e+04  ,2.701155232817e+01  
  1.018591388054e+04  ,2.700174320978e+01  
  1.020939483707e+04  ,2.699195710940e+01  
  1.023292992281e+04  ,2.698219402475e+01  
  1.025651926251e+04  ,2.697245395335e+01  
  1.028016298126e+04  ,2.696273689245e+01  
  1.030386120441e+04  ,2.695304283907e+01  
  1.032761405761e+04  ,2.694337178998e+01  
  1.035142166679e+04  ,2.693372374169e+01  
  1.037528415818e+04  ,2.692409869050e+01  
  1.039920165829e+04  ,2.691449663245e+01  
  1.042317429393e+04  ,2.690491756333e+01  
  1.044720219221e+04  ,2.689536147870e+01  
  1.047128548051e+04  ,2.688582837388e+01  
  1.049542428652e+04  ,2.687631824393e+01  
  1.051961873823e+04  ,2.686683108369e+01  
  1.054386896391e+04  ,2.685736688774e+01  
  1.056817509213e+04  ,2.684792565043e+01  
  1.059253725177e+04  ,2.683850736586e+01  
  1.061695557198e+04  ,2.682911202790e+01  
  1.064143018224e+04  ,2.681973963018e+01  
  1.066596121230e+04  ,2.681039016607e+01  
  1.069054879222e+04  ,2.680106362871e+01  
  1.071519305237e+04  ,2.679176001102e+01  
  1.073989412341e+04  ,2.678247930565e+01  
  1.076465213630e+04  ,2.677322150503e+01  
  1.078946722230e+04  ,2.676398660135e+01  
  1.081433951298e+04  ,2.675477458654e+01  
  1.083926914021e+04  ,2.674558545232e+01  
  1.086425623617e+04  ,2.673641919017e+01  
  1.088930093333e+04  ,2.672727579130e+01  
  1.091440336449e+04  ,2.671815524673e+01  
  1.093956366272e+04  ,2.670905754720e+01  
  1.096478196143e+04  ,2.669998268324e+01  
  1.099005839432e+04  ,2.669093064513e+01  
  1.101539309541e+04  ,2.668190142293e+01  
  1.104078619902e+04  ,2.667289500646e+01  
  1.106623783977e+04  ,2.666391138529e+01  
  1.109174815262e+04  ,2.665495054877e+01  
  1.111731727281e+04  ,2.664601248601e+01  
  1.114294533591e+04  ,2.663709718589e+01  
  1.116863247780e+04  ,2.662820463707e+01  
  1.119437883467e+04  ,2.661933482794e+01  
  1.122018454302e+04  ,2.661048774670e+01  
  1.124604973967e+04  ,2.660166338129e+01  
  1.127197456175e+04  ,2.659286171943e+01  
  1.129795914673e+04  ,2.658408274862e+01  
  1.132400363235e+04  ,2.657532645611e+01  
  1.135010815672e+04  ,2.656659282892e+01  
  1.137627285823e+04  ,2.655788185387e+01  
  1.140249787561e+04  ,2.654919351752e+01  
  1.142878334790e+04  ,2.654052780621e+01  
  1.145512941445e+04  ,2.653188470607e+01  
  1.148153621497e+04  ,2.652326420298e+01  
  1.150800388944e+04  ,2.651466628260e+01  
  1.153453257821e+04  ,2.650609093039e+01  
  1.156112242192e+04  ,2.649753813154e+01  
  1.158777356155e+04  ,2.648900787105e+01  
  1.161448613840e+04  ,2.648050013368e+01  
  1.164126029410e+04  ,2.647201490398e+01  
  1.166809617061e+04  ,2.646355216627e+01  
  1.169499391020e+04  ,2.645511190464e+01  
  1.172195365548e+04  ,2.644669410297e+01  
  1.174897554939e+04  ,2.643829874492e+01  
  1.177605973521e+04  ,2.642992581393e+01  
  1.180320635651e+04  ,2.642157529321e+01  
  1.183041555725e+04  ,2.641324716577e+01  
  1.185768748167e+04  ,2.640494141437e+01  
  1.188502227437e+04  ,2.639665802160e+01  
  1.191242008027e+04  ,2.638839696980e+01  
  1.193988104464e+04  ,2.638015824110e+01  
  1.196740531307e+04  ,2.637194181741e+01  
  1.199499303149e+04  ,2.636374768044e+01  
  1.202264434617e+04  ,2.635557581169e+01  
  1.205035940372e+04  ,2.634742619242e+01  
  1.207813835107e+04  ,2.633929880371e+01  
  1.210598133550e+04  ,2.633119362641e+01  
  1.213388850465e+04  ,2.632311064116e+01  
  1.216186000646e+04  ,2.631504982839e+01  
  1.218989598925e+04  ,2.630701116834e+01  
  1.221799660165e+04  ,2.629899464102e+01  
  1.224616199265e+04  ,2.629100022624e+01  
  1.227439231158e+04  ,2.628302790360e+01  
  1.230268770812e+04  ,2.627507765250e+01  
  1.233104833229e+04  ,2.626714945213e+01  
  1.235947433444e+04  ,2.625924328150e+01  
  1.238796586530e+04  ,2.625135911937e+01  
  1.241652307592e+04  ,2.624349694433e+01  
  1.244514611771e+04  ,2.623565673477e+01  
  1.247383514243e+04  ,2.622783846887e+01  
  1.250259030217e+04  ,2.622004212461e+01  
  1.253141174941e+04  ,2.621226767978e+01  
  1.256029963695e+04  ,2.620451511195e+01  
  1.258925411794e+04  ,2.619678439852e+01  
  1.261827534590e+04  ,2.618907551668e+01  
  1.264736347471e+04  ,2.618138844343e+01  
  1.267651865858e+04  ,2.617372315556e+01  
  1.270574105208e+04  ,2.616607962969e+01  
  1.273503081016e+04  ,2.615845784223e+01  
  1.276438808811e+04  ,2.615085776941e+01  
  1.279381304157e+04  ,2.614327938726e+01  
  1.282330582656e+04  ,2.613572267162e+01  
  1.285286659943e+04  ,2.612818759815e+01  
  1.288249551693e+04  ,2.612067414232e+01  
  1.291219273613e+04  ,2.611318227940e+01  
  1.294195841450e+04  ,2.610571198449e+01  
  1.297179270984e+04  ,2.609826323250e+01  
  1.300169578033e+04  ,2.609083599815e+01  
  1.303166778452e+04  ,2.608343025598e+01  
  1.306170888132e+04  ,2.607604598036e+01  
  1.309181922999e+04  ,2.606868314545e+01  
  1.312199899019e+04  ,2.606134172526e+01  
  1.315224832192e+04  ,2.605402169361e+01  
  1.318256738556e+04  ,2.604672302414e+01  
  1.321295634186e+04  ,2.603944569030e+01  
  1.324341535194e+04  ,2.603218966539e+01  
  1.327394457729e+04  ,2.602495492252e+01  
  1.330454417978e+04  ,2.601774143462e+01  
  1.333521432163e+04  ,2.601054917446e+01  
  1.336595516546e+04  ,2.600337811463e+01  
  1.339676687426e+04  ,2.599622822754e+01  
  1.342764961138e+04  ,2.598909948546e+01  
  1.345860354056e+04  ,2.598199186046e+01  
  1.348962882591e+04  ,2.597490532445e+01  
  1.352072563194e+04  ,2.596783984918e+01  
  1.355189412351e+04  ,2.596079540623e+01  
  1.358313446587e+04  ,2.595377196702e+01  
  1.361444682466e+04  ,2.594676950280e+01  
  1.364583136589e+04  ,2.593978798465e+01  
  1.367728825596e+04  ,2.593282738350e+01  
  1.370881766165e+04  ,2.592588767012e+01  
  1.374041975012e+04  ,2.591896881511e+01  
  1.377209468894e+04  ,2.591207078893e+01  
  1.380384264603e+04  ,2.590519356186e+01  
  1.383566378971e+04  ,2.589833710403e+01  
  1.386755828872e+04  ,2.589150138543e+01  
  1.389952631213e+04  ,2.588468637588e+01  
  1.393156802945e+04  ,2.587789204505e+01  
  1.396368361056e+04  ,2.587111836246e+01  
  1.399587322572e+04  ,2.586436529747e+01  
  1.402813704562e+04  ,2.585763281932e+01  
  1.406047524130e+04  ,2.585092089706e+01  
  1.409288798422e+04  ,2.584422949962e+01  
  1.412537544622e+04  ,2.583755859576e+01  
  1.415793779957e+04  ,2.583090815414e+01  
  1.419057521689e+04  ,2.582427814322e+01  
  1.422328787123e+04  ,2.581766853135e+01  
  1.425607593602e+04  ,2.581107928674e+01  
  1.428893958511e+04  ,2.580451037744e+01  
  1.432187899273e+04  ,2.579796177136e+01  
  1.435489433353e+04  ,2.579143343630e+01  
  1.438798578256e+04  ,2.578492533989e+01  
  1.442115351525e+04  ,2.577843744964e+01  
  1.445439770746e+04  ,2.577196973293e+01  
  1.448771853544e+04  ,2.576552215698e+01  
  1.452111617587e+04  ,2.575909468891e+01  
  1.455459080582e+04  ,2.575268729568e+01  
  1.458814260275e+04  ,2.574629994413e+01  
  1.462177174456e+04  ,2.573993260098e+01  
  1.465547840956e+04  ,2.573358523281e+01  
  1.468926277644e+04  ,2.572725780608e+01  
  1.472312502432e+04  ,2.572095028711e+01  
  1.475706533276e+04  ,2.571466264211e+01  
  1.479108388168e+04  ,2.570839483715e+01  
  1.482518085146e+04  ,2.570214683820e+01  
  1.485935642287e+04  ,2.569591861109e+01  
  1.489361077711e+04  ,2.568971012153e+01  
  1.492794409579e+04  ,2.568352133512e+01  
  1.496235656094e+04  ,2.567735221734e+01  
  1.499684835502e+04  ,2.567120273354e+01  
  1.503141966090e+04  ,2.566507284898e+01  
  1.506607066186e+04  ,2.565896252877e+01  
  1.510080154164e+04  ,2.565287173793e+01  
  1.513561248436e+04  ,2.564680044137e+01  
  1.517050367459e+04  ,2.564074860388e+01  
  1.520547529732e+04  ,2.563471619013e+01  
  1.524052753797e+04  ,2.562870316471e+01  
  1.527566058238e+04  ,2.562270949207e+01  
  1.531087461682e+04  ,2.561673513657e+01  
  1.534616982799e+04  ,2.561078006246e+01  
  1.538154640303e+04  ,2.560484423389e+01  
  1.541700452949e+04  ,2.559892761490e+01  
  1.545254439538e+04  ,2.559303016943e+01  
  1.548816618912e+04  ,2.558715186133e+01  
  1.552387009958e+04  ,2.558129265433e+01  
  1.555965631605e+04  ,2.557545251208e+01  
  1.559552502827e+04  ,2.556963139811e+01  
  1.563147642641e+04  ,2.556382927588e+01  
  1.566751070108e+04  ,2.555804610874e+01  
  1.570362804333e+04  ,2.555228185995e+01  
  1.573982864466e+04  ,2.554653649266e+01  
  1.577611269699e+04  ,2.554080996996e+01  
  1.581248039270e+04  ,2.553510225482e+01  
  1.584893192461e+04  ,2.552941331014e+01  
  1.588546748597e+04  ,2.552374309873e+01  
  1.592208727051e+04  ,2.551809158328e+01  
  1.595879147236e+04  ,2.551245872645e+01  
  1.599558028614e+04  ,2.550684449077e+01  
  1.603245390690e+04  ,2.550124883871e+01  
  1.606941253013e+04  ,2.549567173264e+01  
  1.610645635178e+04  ,2.549011313486e+01  
  1.614358556826e+04  ,2.548457300758e+01  
  1.618080037643e+04  ,2.547905131295e+01  
  1.621810097359e+04  ,2.547354801302e+01  
  1.625548755750e+04  ,2.546806306978e+01  
  1.629296032639e+04  ,2.546259644512e+01  
  1.633051947894e+04  ,2.545714810088e+01  
  1.636816521427e+04  ,2.545171799881e+01  
  1.640589773199e+04  ,2.544630610061e+01  
  1.644371723215e+04  ,2.544091236788e+01  
  1.648162391525e+04  ,2.543553676216e+01  
  1.651961798229e+04  ,2.543017924493e+01  
  1.655769963469e+04  ,2.542483977759e+01  
  1.659586907437e+04  ,2.541951832147e+01  
  1.663412650370e+04  ,2.541421483786e+01  
  1.667247212551e+04  ,2.540892928795e+01  
  1.671090614310e+04  ,2.540366163290e+01  
  1.674942876026e+04  ,2.539841183377e+01  
  1.678804018122e+04  ,2.539317985159e+01  
